departmentFamily,entity,date,expenseType,expenseArea,supplier,transactionNumber,amount,invoiceCurrencyUnit
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK Executive Director,Redfern Travel Ltd,95976718,1337.36,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK Executive Director,Redfern Travel Ltd,95976718,1561.61,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK Executive Director,Redfern Travel Ltd,95976718,1564.15,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK Executive Director,Redfern Travel Ltd,95976718,1692.45,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK-Newton Activity,Redfern Travel Ltd,95976718,28.24,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK-Newton Activity,Redfern Travel Ltd,95976718,226.20,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK-Newton Activity,Redfern Travel Ltd,95976718,1058.45,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK-Newton Activity,Redfern Travel Ltd,95976718,2567.61,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK-Newton Activity,Redfern Travel Ltd,95976718,2567.61,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Flights,RCUK-Newton Activity,Redfern Travel Ltd,95976718,2567.61,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Other Charges,Performance and Evaluation,Redfern Travel Ltd,95976718,109.00,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,125.00,GBP
BIS,EPSRC,2016-10-27,T&S Overseas - Public Transport,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,47.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95976718,0.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Business Innovation Director,Redfern Travel Ltd,95976718,395.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,0.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,0.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,0.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,85.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,85.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,140.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,170.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Redfern Travel Ltd,95976718,170.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,0.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,0.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,0.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,0.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,73.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,149.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,198.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Chief Executive,Redfern Travel Ltd,95976718,220.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,0.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,150.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Director BI/BR,Redfern Travel Ltd,95976718,0.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Director BI/BR,Redfern Travel Ltd,95976718,89.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Newton Programme Management Team,Redfern Travel Ltd,95976718,0.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Newton Programme Management Team,Redfern Travel Ltd,95976718,86.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Newton Programme Management Team,Redfern Travel Ltd,95976718,149.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Energy,Redfern Travel Ltd,95976718,0.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Energy,Redfern Travel Ltd,95976718,69.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Energy,Redfern Travel Ltd,95976718,98.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Energy,Redfern Travel Ltd,95976718,170.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,1.19,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,85.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,99.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,100.94,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,145.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,147.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,164.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,170.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,170.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Engineering,Redfern Travel Ltd,95976718,170.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,0.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,83.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,98.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,98.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,101.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,112.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,112.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,198.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,340.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,0.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,0.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,1.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,43.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,71.45,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,89.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery ICT,Redfern Travel Ltd,95976718,89.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Impact,Redfern Travel Ltd,95976718,0.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Impact,Redfern Travel Ltd,95976718,65.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,0.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,120.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,218.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,0.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,46.45,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,73.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,73.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,73.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,75.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,124.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,138.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Maths,Redfern Travel Ltd,95976718,0.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Maths,Redfern Travel Ltd,95976718,75.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Maths,Redfern Travel Ltd,95976718,87.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Maths,Redfern Travel Ltd,95976718,137.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,0.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,70.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,70.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,85.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,85.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,99.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Programme Delivery Physical Sciences,Redfern Travel Ltd,95976718,130.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Public Engagement with Research,Redfern Travel Ltd,95976718,0.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,Public Engagement with Research,Redfern Travel Ltd,95976718,101.18,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,RCUK Executive Director,Redfern Travel Ltd,95976718,0.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,RCUK Executive Director,Redfern Travel Ltd,95976718,32.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,RCUK Executive Director,Redfern Travel Ltd,95976718,48.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Accommodation,RCUK Executive Director,Redfern Travel Ltd,95976718,165.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Chief Executive,Redfern Travel Ltd,95976718,148.81,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Energy,Redfern Travel Ltd,95976718,229.57,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Healthcare,Redfern Travel Ltd,95976718,43.22,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery ICT,Redfern Travel Ltd,95976718,46.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Impact,Redfern Travel Ltd,95976718,122.08,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Infrastructure,Redfern Travel Ltd,95976718,72.76,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Manufacturing,Redfern Travel Ltd,95976718,89.47,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Quantum Technology,Redfern Travel Ltd,95976718,46.25,GBP
BIS,EPSRC,2016-10-27,T&S UK - Flights,Programme Delivery Quantum Technology,Redfern Travel Ltd,95976718,104.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Other Charges,Programme Delivery Engineering,Redfern Travel Ltd,95976718,111.51,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,24.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,32.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,61.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,93.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,102.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,102.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Business Innovation Director,Redfern Travel Ltd,95976718,263.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin RCUK Policy and Secretariat,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin RCUK Policy and Secretariat,Redfern Travel Ltd,95976718,197.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin RCUK Strategy Unit,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin RCUK Strategy Unit,Redfern Travel Ltd,95976718,61.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin RCUK Strategy Unit,Redfern Travel Ltd,95976718,102.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin RCUK Strategy Unit,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Research Base Director,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Research Base Director,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Research Base Director,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Admin Research Base Director,Redfern Travel Ltd,95976718,262.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,26.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,27.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,40.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,40.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,40.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,40.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,43.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,62.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,75.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,75.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,75.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,81.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,81.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,81.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,81.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,81.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,84.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,90.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,135.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,135.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,150.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,150.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,150.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,161.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,162.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,162.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,162.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,162.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,175.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,226.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Chief Executive,Redfern Travel Ltd,95976718,324.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,17.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,18.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,39.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,44.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,72.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Communications and Stakeholder Engagement,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director BI/BR,Redfern Travel Ltd,95976718,155.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director RB/UR,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director RB/UR,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director RB/UR,Redfern Travel Ltd,95976718,15.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director RB/UR,Redfern Travel Ltd,95976718,55.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director RB/UR,Redfern Travel Ltd,95976718,171.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Director RB/UR,Redfern Travel Ltd,95976718,343.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,10.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,10.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,22.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,24.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,30.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,30.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,30.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,126.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Corporate Services,Redfern Travel Ltd,95976718,141.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Projects,Redfern Travel Ltd,95976718,16.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,EPSRC Projects,Redfern Travel Ltd,95976718,21.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,External communications,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,18.45,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,25.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,26.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,47.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,95.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,131.80,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,132.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Newton Programme Management Team,Redfern Travel Ltd,95976718,205.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,47.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,94.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,103.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,OSG Operational Projects,Redfern Travel Ltd,95976718,233.60,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Performance and Evaluation,Redfern Travel Ltd,95976718,13.30,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Performance and Evaluation,Redfern Travel Ltd,95976718,44.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Performance and Evaluation,Redfern Travel Ltd,95976718,61.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Performance and Evaluation,Redfern Travel Ltd,95976718,72.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Performance and Evaluation,Redfern Travel Ltd,95976718,94.90,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Performance and Evaluation,Redfern Travel Ltd,95976718,131.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Capability,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Capability,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Digital Economy,Redfern Travel Ltd,95976718,39.40,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Digital Economy,Redfern Travel Ltd,95976718,50.70,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Digital Economy,Redfern Travel Ltd,95976718,131.50,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,41.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,12.00,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,12.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,12.10,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,12.20,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,14.25,GBP
BIS,EPSRC,2016-10-27,T&S UK - Public Transport,Programme Delivery Energy,Redfern Travel Ltd,95976718,14.50,GBP
