departmentFamily,entity,date,expenseType,expenseArea,supplier,transactionNumber,amount,invoiceCurrencyUnit
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University College London GRANT,95307625,6200.85,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Cambridge,95307626,29365.78,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,Swansea University,95307627,519.76,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University College London GRANT,95307628,39195.49,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of York GRANT,95307629,7298.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Oxford GRANT,95307630,52770.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Loughborough University GRANT,95307631,35794.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University College London GRANT,95307632,105663.15,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,Queen's University Belfast GRANT,95307633,71834.87,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Healthcare Physical Sciences,Queen's University Belfast GRANT,95307634,56001.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,Queen's University Belfast GRANT,95307634,130670.5,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,ICSTM,95307635,85522.77,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Birmingham GRANT,95307636,24930.64,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Newcastle upon Tyne GRANT,95307637,3080.45,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,Loughborough University GRANT,95307638,58014.53,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Oxford GRANT,95307639,30532.6,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Cambridge,95307640,57982.04,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Manufacturing Manufacturing,University of Warwick,95307641,30101.7,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,The University of Manchester GRANT,95307642,130042.41,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Cranfield University,95307644,1166.23,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Lancaster University GRANT,95307645,678.07,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University College London GRANT,95307646,1170.46,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Ulster GRANT,95307647,1392.46,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Loughborough University GRANT,95307649,2198.72,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Warwick,95307650,729.85,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,Brunel University London GRANT,95307651,571.24,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,University of Newcastle upon Tyne GRANT,95307652,8473.43,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Power Electronics,University of Warwick,95307653,123590.12,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of East Anglia GRANT,95307654,29132.46,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University College London GRANT,95307655,75666.87,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Durham GRANT,95307656,3409.65,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95307658,76975.1,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Queen's University Belfast GRANT,95307659,55533.42,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of York GRANT,95307660,88936.03,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Glasgow GRANT,95307661,73193.04,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Edinburgh,95307662,64452.49,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Newcastle upon Tyne GRANT,95307663,5058.91,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of York GRANT,95307664,45963.84,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Engineering,ICSTM,95307665,62702.17,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,ICSTM,95307665,6966.91,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Bath,95307666,23648.87,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of Warwick,95307667,39082.3,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,Queen's University Belfast GRANT,95307668,25023.32,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of Bristol GRANT,95307669,28212.36,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC ICT,University of York GRANT,95307670,49144.05,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Physical Sciences,University of York GRANT,95307671,35693.25,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Cambridge,95307672,23690.92,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Energy Energy,University of Durham GRANT,95307673,24108.28,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,ICSTM,95307674,35985.63,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Leeds GRANT,95307675,23296.72,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Bath,95307676,24472.22,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,Digital Economy Digital Economy,Heriot-Watt University GRANT,95307677,11223.94,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of York GRANT,95307678,25050.07,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,NC Maths,University of Durham GRANT,95307679,39510.69,GBP
BIS,EPSRC,2016-09-20,Research Grant Expenditure,LWEC LWEC,University of Oxford GRANT,95307680,76804.94,GBP
